Tipo,Subtipo,Descripcion,Descripcion_Limpia
Equipo,Equipo,VIDEO PROYECTOR COLOR PLATA.,"['video', 'proyector', 'color', 'plata']"
Equipo,Equipo,TECLADO MULTIMEDIA COLOR NEGRO CON PLATA INCLUIDO EN COMPUTADORA COMPLETA.,"['teclado', 'multimedia', 'color', 'negro', 'plata', 'incluido', 'computadora', 'completa']"
Mobiliario,Mobiliario,SILLA PARA VISITANTE DE TELA ESTAMPADA EN COLOR AZUL (TRANSFERENCIA CEO),"['silla', 'visitante', 'tela', 'estampada', 'color', 'azul', 'transferencia', 'ceo']"
Mobiliario,Mobiliario,MESA DE TRABAJO COLOR CAOBA GRANDE,"['mesa', 'trabajo', 'color', 'caoba', 'grande']"
Mobiliario,Mobiliario,SILLA DE VINIL NEGRO CON CUATRO PATAS DE BASE DE METAL,"['silla', 'vinil', 'negro', 'cuatro', 'patas', 'base', 'metal']"
Mobiliario,Mobiliario,SILLON SEMI-EJECUTIVO CON RODAJAS EN COLOR AZUL CON CODERAS,"['sillon', 'semiejecutivo', 'rodajas', 'color', 'azul', 'coderas']"
Mobiliario,Mobiliario,SILLON SEMI-EJECUTIVO CON RODAJAS CON BRAZOS EN TELA AZUL,"['sillon', 'semiejecutivo', 'rodajas', 'brazos', 'tela', 'azul']"
Equipo,Equipo,CPU PENTIUM PIII/550 MEMORIA 256 DD 9,"['cpu', 'pentium', 'piii', 'memoria', 'dd']"
Equipo,Equipo,NO BREAK 800VA INET SOPOERTE ELECTRONICO,"['break', 'va', 'inet', 'sopoerte', 'electronico']"
Equipo,Equipo,PENTIUM P4 2.8 GHZ,"['pentium', 'p', 'ghz']"
Equipo,Equipo,"MONITOR TF 15""","['monitor', 'tf']"
Mobiliario,Mobiliario,CON PLATAFORMA 2.5 MTS,"['plataforma', 'mts']"
Equipo,Equipo,PAPELERA PARA ESCRITORIO EN MADERA CON AGLOMERADO COLOR NATURAL CON 2 DIVISIONES.,"['papelera', 'escritorio', 'madera', 'aglomerado', 'color', 'natural', 'divisiones']"
Equipo,Equipo,PANTALLA PARA PROYECTOR DE PARED DE 1.52 X 1.52 MTS BLANCA.,"['pantalla', 'proyector', 'pared', 'mts', 'blanca']"
Equipo,Equipo,FOTOCOPIADORA CON BASE ADF-H1 FINALIZADOR J1 PRIMER CARGA TONER Y PEDESTAL IMAGE RUNNER 2200.,"['fotocopiadora', 'base', 'adfh', 'finalizador', 'j', 'primer', 'carga', 'toner', 'pedestal', 'image', 'runner']"
Equipo,Equipo,USB DE 512 MB,"['usb', 'mb']"
Equipo,Equipo,MEMORIA STICK 256 PRO DUO MG,"['memoria', 'stick', 'pro', 'duo', 'mg']"
Equipo,Equipo,CPU PROCESADOR INITEL PENTIUM IV/ GABINETE MICROTORRE/ 256MB EN MEMORIA RAM DDR/ DRIVE DE 3.5/ CD-RO,"['cpu', 'procesador', 'initel', 'pentium', 'iv', 'gabinete', 'microtorre', 'mb', 'memoria', 'ram', 'ddr', 'drive', 'cdro']"
Equipo,Equipo,MAQUINA CALCULADORA ELECTRICA (SUSANA SANDOVAL LINARES),"['maquina', 'calculadora', 'electrica', 'susana', 'sandoval', 'linares']"
Mobiliario,Mobiliario,DE 1.60 MTS X 0.84 MTS,"['mts', 'mts']"
Mobiliario,Mobiliario,"MUEBLE ESCRITORIO ESTACION DE TRABAJO, ESCRITORIO PENINSULA COLOR CEREZA","['mueble', 'escritorio', 'estacion', 'trabajo', 'escritorio', 'peninsula', 'color', 'cereza']"
Equipo,Equipo,CONSOLA AMPLIFICADOR 6 CANALES AUDC AUDIO,"['consola', 'amplificador', 'canales', 'audc', 'audio']"
Equipo,Equipo,BRUJULA,['brujula']
Equipo,Equipo,CONTROL REMOTO TOSHIBA,"['control', 'remoto', 'toshiba']"
Mobiliario,Mobiliario,ANAQUEL PLASTICO CON 3 CAJONES,"['anaquel', 'plastico', 'cajones']"
Equipo,Equipo,VIDEO CASETERA SONY,"['video', 'casetera', 'sony']"
Mobiliario,Mobiliario,MESA RECTANGULAR CHICA CUBIERTA COLOR BLANCO,"['mesa', 'rectangular', 'chica', 'cubierta', 'color', 'blanco']"
Mobiliario,Mobiliario,MESA DE CENTRO EN TRIPLAY CUBIERTA DE FORMAICA COLOR CAOBA 62X66X52,"['mesa', 'centro', 'triplay', 'cubierta', 'formaica', 'color', 'caoba', 'xx']"
Mobiliario,Mobiliario,DE MADERA C/PUERTAS Y CERRADURA DE 1.00 X 0.40 X 1.80 MTS,"['madera', 'cpuertas', 'cerradura', 'mts']"
Mobiliario,Mobiliario,MESA COMBINADA MADERA Y METAL CON RUEDAS,"['mesa', 'combinada', 'madera', 'metal', 'ruedas']"
Mobiliario,Mobiliario,SILLA EJECUTIVA CON RUEDAS Y BRAZOS EN VINIL NEGRO TIPO PIEL,"['silla', 'ejecutiva', 'ruedas', 'brazos', 'vinil', 'negro', 'tipo', 'piel']"
Equipo,Equipo,C.P.U. PENTIUM PIII/550 MEMORIA 96 D.D.9,"['cpu', 'pentium', 'piii', 'memoria', 'dd']"
Equipo,Equipo,CAMARA DIGITAL FOTOGRAFICA CARGADOR CABLE BANDORELA MEMORIA STICK 64 MB,"['camara', 'digital', 'fotografica', 'cargador', 'cable', 'bandorela', 'memoria', 'stick', 'mb']"
Equipo,Equipo,CAMARA DIGITAL FOTOGRAFICA DE DISCO C/ESTUCHE ( JUAN CARLOS RAMIREZ MONTEON ),"['camara', 'digital', 'fotografica', 'disco', 'cestuche', 'juan', 'carlos', 'ramirez', 'monteon']"
Mobiliario,Mobiliario,LIBRERO DE MADERA S/CREDENZA CON PUERTAS COLOR AZUL C/GRIS,"['librero', 'madera', 'scredenza', 'puertas', 'color', 'azul', 'cgris']"
Equipo,Equipo,SWITCH CON CABLE DE 24 PUERTOS,"['switch', 'cable', 'puertos']"
Mobiliario,Mobiliario,DE MADERA DE .60 X .90 MTS,"['madera', 'mts']"
Equipo,Equipo,NO BREAK C/REGULADOR 600VA,"['break', 'cregulador', 'va']"
Mobiliario,Mobiliario,"PATIN HIDRAULICO NUEVO 93511, CAPACIDAD DE 5000 LBS, LLANTAS DE POLIURETANO Y HORQUILLAS 27 X 48, MA","['patin', 'hidraulico', 'nuevo', 'capacidad', 'lbs', 'llantas', 'poliuretano', 'horquillas', 'ma']"
Mobiliario,Mobiliario,"LIBRERO DESARMABLE DE 198 CMS. DE UNA SOLA VISTA, FABRICADO EN TUBULAR CALIBRE 18, COLOR GRIS CON EN","['librero', 'desarmable', 'cms', 'sola', 'vista', 'fabricado', 'tubular', 'calibre', 'color', 'gris']"
Equipo,Equipo,"MONITOR DE 15""",['monitor']
Equipo,Equipo,DRIVE FLOPPY EXTERNO 3.5 C/ENERGIA,"['drive', 'floppy', 'externo', 'cenergia']"
Mobiliario,Mobiliario,"DE VISITANTE, DE METAL, NEGRA","['visitante', 'metal', 'negra']"
Mobiliario,Mobiliario,MOTOROLA SP10 RADIO PORTATIL-WT S/S,"['motorola', 'sp', 'radio', 'portatilwt', 'ss']"
Mobiliario,Mobiliario,"TARJETERO DE METAL, CON 25 ESPACIOS. MEDIDA: 12 X 87 CMS.","['tarjetero', 'metal', 'espacios', 'medida', 'cms']"
Mobiliario,Mobiliario,ARCHIVERO DE MADERA HORIZONTAL CON 2 GAVETAS. MEDIDA 100.50 X 47 CMS.,"['archivero', 'madera', 'horizontal', 'gavetas', 'medida', 'cms']"
Mobiliario,Mobiliario,ANAQUEL DE METAL EN COLOR GRIS DE 5 ENTREPAÑOS. MEDIDA: 85 X 30 X 200 CMS.,"['anaquel', 'metal', 'color', 'gris', 'entrepaos', 'medida', 'cms']"
Equipo,Equipo,RADIO GRABADORA CON CD-RADIO-CASSETTE,"['radio', 'grabadora', 'cdradiocassette']"
Mobiliario,Mobiliario,MESA DE MADERA Y METAL CON RUEDAS. MEDIDA: 80 X 40 CMS.,"['mesa', 'madera', 'metal', 'ruedas', 'medida', 'cms']"
Mobiliario,Mobiliario,CREDENZA EJECUTIVA DE MADERA CON CAJON Y GAVETA. MEDIDA: 122 X 42 CMS.,"['credenza', 'ejecutiva', 'madera', 'cajon', 'gaveta', 'medida', 'cms']"
Mobiliario,Mobiliario,LIBRERO DE MADERA CON 4 ENTREPAÑOS. MEDIDA: 175 X 95 X 30 CMS.,"['librero', 'madera', 'entrepaos', 'medida', 'cms']"
Mobiliario,Mobiliario,CREDENZA DE MADERA CON CAJON Y GAVETA. MEDIDA: 123 X 43 CMS.,"['credenza', 'madera', 'cajon', 'gaveta', 'medida', 'cms']"
Equipo,Equipo,"DE ACEITE, ADQ.12/11/1999","['aceite', 'adq']"
Mobiliario,Mobiliario,"BASE TABLAROCA, ALTA 29/07/1997, CASA INTERNAC.","['base', 'tablaroca', 'alta', 'casa', 'internac']"
Mobiliario,Mobiliario,"ALTA 29/07/1997, 1.40 X.70, CASA INTERNAC.","['alta', 'casa', 'internac']"
Equipo,Equipo,"COMPUTADORA PORTATIL, PENTIUM M 730, 1.60 GHZ, 14.1 XGA, 128 MB USB 2.0, COLOR NEGR0","['computadora', 'portatil', 'pentium', 'm', 'ghz', 'xga', 'mb', 'usb', 'color', 'negr']"
Equipo,Equipo,"TECLADO PARA COMPUTADORA, SEDE PTO. VTA.","['teclado', 'computadora', 'sede', 'pto', 'vta']"
Equipo,Equipo,"ALTA 15/09/2006, SEDE PTO. VTA.","['alta', 'sede', 'pto', 'vta']"
Equipo,Equipo,"CPU, 40 GB, 7200 RPM ULTRA ATA, DIM 2400, 2.8 GHZ","['cpu', 'gb', 'rpm', 'ultra', 'ata', 'dim', 'ghz']"
Equipo,Equipo,"CPU, POWER MAC G5 DUAL DE 2.5 GHZ, 512 MB, 160 GB, SUPER DRIVE","['cpu', 'power', 'mac', 'g', 'dual', 'ghz', 'mb', 'gb', 'super', 'drive']"
Equipo,Equipo,"42 TAZAS, ADQ.12/01/2004, CASA INT.","['tazas', 'adq', 'casa', 'int']"
Equipo,Equipo,SERVIDOR DE RED PROCESADOR PIII 733 MHZ DD9 PLXCOR/CCO,"['servidor', 'red', 'procesador', 'piii', 'mhz', 'dd', 'plxcorcco']"
Equipo,Equipo,"ADQ. 11/10/2005, (L.COMPUTO)","['adq', 'lcomputo']"
Mobiliario,Mobiliario,BUTACA PARA AULA PLIANA AZUL PLXLP/A19,"['butaca', 'aula', 'pliana', 'azul', 'plxlpa']"
Equipo,Equipo,DE PEDESTAL ALTA 15/09/2006 (ALMACEN),"['pedestal', 'alta', 'almacen']"
Equipo,Equipo,PINTARRON ROTAFOLIO 175*60*90 PLXTY/INS,"['pintarron', 'rotafolio', 'plxtyins']"
Equipo,Equipo,SACAPUNTAS ELECTRICO PLXTY/INS,"['sacapuntas', 'electrico', 'plxtyins']"
Equipo,Equipo,ADQ.20/04/1999 (CONTAB.),"['adq', 'contab']"
Mobiliario,Mobiliario,"1.50 X .70 X .75 CM., CON DOS PASACABLES, 2 PORTA-TECLADO, ADQ.06/11/2006,LABO. COMPUTO","['cm', 'dos', 'pasacables', 'portateclado', 'adqlabo', 'computo']"
Equipo,Equipo,ADQ. 21/09/2004 PLANTA ALTA SALON DE MAESTROS,"['adq', 'planta', 'alta', 'salon', 'maestros']"
Equipo,Equipo,MOUSE OPTICO PLXCON/ACON,"['mouse', 'optico', 'plxconacon']"
Equipo,Equipo,MOUSE PLXPV/CAC,"['mouse', 'plxpvcac']"
Equipo,Equipo,REGULADOR PLXPV/DS,"['regulador', 'plxpvds']"
Equipo,Equipo,GABINETE CPU ARMADO PLXTEC/DS,"['gabinete', 'cpu', 'armado', 'plxtecds']"
Equipo,Equipo,PIZARRON DE CORCHO 60*45 PLXTY/CAC,"['pizarron', 'corcho', 'plxtycac']"
Mobiliario,Mobiliario,BUTACA PARA AULA PLIANA AZUL PLXTY/A1,"['butaca', 'aula', 'pliana', 'azul', 'plxtya']"
Equipo,Equipo,PIZARRON MITAD CORCHO MITAD PINTARRON PLXAU/DS,"['pizarron', 'mitad', 'corcho', 'mitad', 'pintarron', 'plxauds']"
Equipo,Equipo,VENTILADOR DE TECHO PLXPV/A2,"['ventilador', 'techo', 'plxpva']"
Mobiliario,Mobiliario,BUTACA PARA AULA CONCHA PLXVAL/A14,"['butaca', 'aula', 'concha', 'plxvala']"
Equipo,Equipo,TELEVISION CON VHS PLXUN/A9,"['television', 'vhs', 'plxuna']"
Mobiliario,Mobiliario,MESA ESCRITORIO MADERA AZUL Y ROSA PLXTY/CAFE,"['mesa', 'escritorio', 'madera', 'azul', 'rosa', 'plxtycafe']"
Equipo,Equipo,SWITCH 24 PUERTOS PLXCX/CCO,"['switch', 'puertos', 'plxcxcco']"
Equipo,Equipo,REGULADOR PLXTEC/INSE2,"['regulador', 'plxtecinse']"
Equipo,Equipo,DESBROZADORA 35 CENTIMETROS PLXCOR/CSG,"['desbrozadora', 'centimetros', 'plxcorcsg']"
Equipo,Equipo,REFRIGERADOR PLXOCO/DEPA,"['refrigerador', 'plxocodepa']"
Equipo,Equipo,TELEFONO PLXCX/CAD,"['telefono', 'plxcxcad']"
Equipo,Equipo,PLXCX/CAD COPIADORA,"['plxcxcad', 'copiadora']"
Equipo,Equipo,PINTARRON MARCO METALICO PLXVL/A27,"['pintarron', 'marco', 'metalico', 'plxvla']"
Equipo,Equipo,PIZARRON DE CORCHO PLXSO/AB9,"['pizarron', 'corcho', 'plxsoab']"
Equipo,Equipo,PINTARRON PLXSO/AB8,"['pintarron', 'plxsoab']"
Equipo,Equipo,BOTIQUIN MADERA BLANCO PLXOC/INS,"['botiquin', 'madera', 'blanco', 'plxocins']"
Mobiliario,Mobiliario,ANAQUEL METALICO PARA ARCHIVO PLXTY/CAC,"['anaquel', 'metalico', 'archivo', 'plxtycac']"
Equipo,Equipo,VENTILADOR DE TECHO PLXVL/A15,"['ventilador', 'techo', 'plxvla']"
Equipo,Equipo,SISTEMA DE AIRE ACONDICIONADO PLXSO/AA12,"['sistema', 'aire', 'acondicionado', 'plxsoaa']"
Mobiliario,Mobiliario,SILLON VINIL NEGRO RODAJAS PLXTY/CAC,"['sillon', 'vinil', 'negro', 'rodajas', 'plxtycac']"
Mobiliario,Mobiliario,SILLON VINIL NEGRO CON RODAJAS PLXTY/DS PLXTY/CAC,"['sillon', 'vinil', 'negro', 'rodajas', 'plxtyds', 'plxtycac']"
Equipo,Equipo,BASE METALICA PARA TELEVISION NEGRAPLXVL/A2,"['base', 'metalica', 'television', 'negraplxvla']"
Equipo,Equipo,REPRODUCTOR DVD EMPOTRADO EN PARED PLXTY/A4,"['reproductor', 'dvd', 'empotrado', 'pared', 'plxtya']"
Equipo,Equipo,PIZARRON DE CORCHO MARCO METALICO 90*60 PLXZA/SMA,"['pizarron', 'corcho', 'marco', 'metalico', 'plxzasma']"
Equipo,Equipo,MOUSE  PLXCOR/CON,"['mouse', 'plxcorcon']"
Equipo,Equipo,GABINETE CPU ARMADO PLXTY/CAC,"['gabinete', 'cpu', 'armado', 'plxtycac']"
Equipo,Equipo,TECLADO PLXCX/LABFC1,"['teclado', 'plxcxlabfc']"
Equipo,Equipo,VENTILADOR DE TECHO PLXSO/AA1,"['ventilador', 'techo', 'plxsoaa']"
Mobiliario,Mobiliario,BUTACA TIPO CONCHA A2,"['butaca', 'tipo', 'concha']"
Equipo,Equipo,MOUSE PLXLP/PREF,"['mouse', 'plxlppref']"
Mobiliario,Mobiliario,ARCHIVERO MADERA 3 CAJONES PLXTY/,"['archivero', 'madera', 'cajones', 'plxty']"
Equipo,Equipo,MOUSE PLXCX/LAB7C2,"['mouse', 'plxcxlabc']"
Equipo,Equipo,GRABADORA31 PLXLP/PREF,"['grabadora', 'plxlppref']"
Equipo,Equipo,TELEVISION CON VHS PLXPV/PREF,"['television', 'vhs', 'plxpvpref']"
Mobiliario,Mobiliario,ESCRITORIO MADERA Y METAL Y BASE PARA CPU PLXCX/LAB2C4,"['escritorio', 'madera', 'metal', 'base', 'cpu', 'plxcxlabc']"
Mobiliario,Mobiliario,ARCHIVERO METALICO 4 GAVETAS PLXSO/ADM,"['archivero', 'metalico', 'gavetas', 'plxsoadm']"
Mobiliario,Mobiliario,BUTACA PARA AULA PLIANA AZUL PLXTY/A7,"['butaca', 'aula', 'pliana', 'azul', 'plxtya']"
Equipo,Equipo,TELEVISION PLXZA/ARCO,"['television', 'plxzaarco']"
Equipo,Equipo,ENFRIADOR Y CALENTADOR DE AGUA PLXZA/ARCO,"['enfriador', 'calentador', 'agua', 'plxzaarco']"
Equipo,Equipo,PINTARRON MARCO METALICO PLXZA/A4,"['pintarron', 'marco', 'metalico', 'plxzaa']"
Equipo,Equipo,GRABADORA11 MP3 PLXPV/PREF,"['grabadora', 'mp', 'plxpvpref']"
Equipo,Equipo,MOUSE PLXTEP/CHE,"['mouse', 'plxtepche']"
Equipo,Equipo,GRABADORA19 PLXZA/INS,"['grabadora', 'plxzains']"
Equipo,Equipo,TELEFONO PLXPV/CAD,"['telefono', 'plxpvcad']"
Equipo,Equipo,GRABADORA 13 PLXZA/INS,"['grabadora', 'plxzains']"
Equipo,Equipo,TECLADO PLXCX/LBCC1,"['teclado', 'plxcxlbcc']"
Mobiliario,Mobiliario,BUTACA PARA AULA PLIANA AZUL PLXTY/A9,"['butaca', 'aula', 'pliana', 'azul', 'plxtya']"
Equipo,Equipo,GABINETE CPU PLXCX/LBC,"['gabinete', 'cpu', 'plxcxlbc']"
Mobiliario,Mobiliario,ARCHIVERO 5 CAJONES MADERA AZUL PLXVL/SMA,"['archivero', 'cajones', 'madera', 'azul', 'plxvlsma']"
Equipo,Equipo,TELEVISION CON VHS PLXSO/AA9,"['television', 'vhs', 'plxsoaa']"
Equipo,Equipo,VENTILADOR DE TECHO PLXSO/AA6,"['ventilador', 'techo', 'plxsoaa']"
Equipo,Equipo,PINTARRON PLXSO/AA6,"['pintarron', 'plxsoaa']"
Equipo,Equipo,AIRE ACONDICIONADO PLXPV/A6,"['aire', 'acondicionado', 'plxpva']"
Equipo,Equipo,VENTILADOR DE TECHO PLXPV/A6,"['ventilador', 'techo', 'plxpva']"
Equipo,Equipo,VENTILADOR DE TECHO PLXPV/A3,"['ventilador', 'techo', 'plxpva']"
Equipo,Equipo,CALCULADORA 12 DIGITOS PLXTEC/CAD,"['calculadora', 'digitos', 'plxteccad']"
Equipo,Equipo,PLXPV/DS,['plxpvds']
Mobiliario,Mobiliario,BUTACA PARA AULA PLIANA AZUL PLXTY/A14,"['butaca', 'aula', 'pliana', 'azul', 'plxtya']"
Mobiliario,Mobiliario,SILLA VISITANTE PLIANA AZUL PLXZA/A3,"['silla', 'visitante', 'pliana', 'azul', 'plxzaa']"
Equipo,Equipo,MOUSE PLXCX/CEI2C16,"['mouse', 'plxcxceic']"
Equipo,Equipo,SACAPUNTAS ELECTRICO PLXUN/CAC,"['sacapuntas', 'electrico', 'plxuncac']"
Equipo,Equipo,REGULADOR PLXCX/LAB1C11,"['regulador', 'plxcxlabc']"
Equipo,Equipo,GABINETE UNIVERSAL METALICO PLXTEC/CAC,"['gabinete', 'universal', 'metalico', 'plxteccac']"
Equipo,Equipo,TECLADO PLXCX/LAB6C3,"['teclado', 'plxcxlabc']"
Equipo,Equipo,REGULADOR PLXLP/DS,"['regulador', 'plxlpds']"
Equipo,Equipo,MOUSE PLXCX/SITECEI,"['mouse', 'plxcxsitecei']"
Equipo,Equipo,MOUSE OPTICO PLXCX/LAB2C16,"['mouse', 'optico', 'plxcxlabc']"
Mobiliario,Mobiliario,SILLA VISITANTE PLIANA AZUL PLXTY/A7,"['silla', 'visitante', 'pliana', 'azul', 'plxtya']"
Equipo,Equipo,REGULADOR PLXZA/DS,"['regulador', 'plxzads']"
Equipo,Equipo,PIZARRON DE CORCHO PLXTEC/A15,"['pizarron', 'corcho', 'plxteca']"
Equipo,Equipo,PLXCX/LABCC10 OSCAR JIMENEZ Y ERICK SANTANA,"['plxcxlabcc', 'oscar', 'jimenez', 'erick', 'santana']"
Mobiliario,Mobiliario,SILLA PLIANA AZUL PLXCX/LAB6C8,"['silla', 'pliana', 'azul', 'plxcxlabc']"
Equipo,Equipo,VENTILADOR DE PISO1 PLXSOC/PREF,"['ventilador', 'piso', 'plxsocpref']"
Equipo,Equipo,TECLADO PLXCX/LAB6C7,"['teclado', 'plxcxlabc']"
Mobiliario,Mobiliario,SILLA VISITANTE PLIANA AZUL PLXUN/A7,"['silla', 'visitante', 'pliana', 'azul', 'plxuna']"
Equipo,Equipo,TELEVISION CON VHS PLXTEC/A6,"['television', 'vhs', 'plxteca']"
Equipo,Equipo,LECTOR DE MICAS PLXLP/INS2,"['lector', 'micas', 'plxlpins']"
Mobiliario,Mobiliario,BUTACAS PARA AULA PLIANA AZUL PLXTEC/A6,"['butacas', 'aula', 'pliana', 'azul', 'plxteca']"
Mobiliario,Mobiliario,SILLA PLIANA AZUL PLXCX/LAB5C5,"['silla', 'pliana', 'azul', 'plxcxlabc']"
Mobiliario,Mobiliario,ESCRITORIO MADERA Y METAL Y BASE PARA CPU PLXCX/LAB7C10,"['escritorio', 'madera', 'metal', 'base', 'cpu', 'plxcxlabc']"
Equipo,Equipo,PLXCX/LABDC10 OSCAR JIMENEZ Y ERICK SANTANA,"['plxcxlabdc', 'oscar', 'jimenez', 'erick', 'santana']"
Mobiliario,Mobiliario,BUTACA PARA AULA PLIANA AZUL PLXTEC/A14,"['butaca', 'aula', 'pliana', 'azul', 'plxteca']"
Mobiliario,Mobiliario,SILLA VISITANTE PLIANA NEGRA PLXLP/DS,"['silla', 'visitante', 'pliana', 'negra', 'plxlpds']"
Equipo,Equipo,CAJA FUERTE PLXTEC/CAD,"['caja', 'fuerte', 'plxteccad']"
Mobiliario,Mobiliario,SILLA PLIANA AZUL PLXPV/A4,"['silla', 'pliana', 'azul', 'plxpva']"
Equipo,Equipo,VENTILADOR DE TECHO PLXCOR/PRJ,"['ventilador', 'techo', 'plxcorprj']"
Equipo,Equipo,MOUSE PLXCX/LAB1C14,"['mouse', 'plxcxlabc']"
Mobiliario,Mobiliario,PRENSADORA TIMBRADORA SELLO PROULEX CON MESA DE MADERA AMARILLO Y AZUL PLXCOR/CDIS,"['prensadora', 'timbradora', 'sello', 'proulex', 'mesa', 'madera', 'amarillo', 'azul', 'plxcorcdis']"
Mobiliario,Mobiliario,SILLA VISITANTE PLIANA AZUL PLXLP/A22,"['silla', 'visitante', 'pliana', 'azul', 'plxlpa']"
Mobiliario,Mobiliario,ESCRITORIO MADERA Y METAL Y BASE PARA CPU PLXCX/LAB3C9,"['escritorio', 'madera', 'metal', 'base', 'cpu', 'plxcxlabc']"
Mobiliario,Mobiliario,BUTACA TIPO CONCHA CON PALETA MADERA A2,"['butaca', 'tipo', 'concha', 'paleta', 'madera']"
Mobiliario,Mobiliario,LIBRERO MADERA NEGRO PLXCOR/CSG,"['librero', 'madera', 'negro', 'plxcorcsg']"
Equipo,Equipo,FAX TELEFONO PLXCOR/REC,"['fax', 'telefono', 'plxcorrec']"
Equipo,Equipo,GRABADORA10 CD MP3 PLXCU/PREF,"['grabadora', 'cd', 'mp', 'plxcupref']"
Equipo,Equipo,PLXCO/REP,['plxcorep']
Equipo,Equipo,VENTILADOR DE TECHO PLXCOR/CONG,"['ventilador', 'techo', 'plxcorcong']"
Equipo,Equipo,PORTA CPU GRIS CON RODAJAS PLXCOR/CONG,"['porta', 'cpu', 'gris', 'rodajas', 'plxcorcong']"
Mobiliario,Mobiliario,ESCRITORIO PARA AULA MADERA AZUL/ROSA PLXUN/A3,"['escritorio', 'aula', 'madera', 'azulrosa', 'plxuna']"
Mobiliario,Mobiliario,SILLA SECRETARIAL CON RODAJAS PLIANA AZUL PLXAU/ADM,"['silla', 'secretarial', 'rodajas', 'pliana', 'azul', 'plxauadm']"
Mobiliario,Mobiliario,CREDENZA MADERA AMARILLO Y AZUL CON ARCHIVERO 2 GAVETAS PLXCOR/BAN,"['credenza', 'madera', 'amarillo', 'azul', 'archivero', 'gavetas', 'plxcorban']"
Equipo,Equipo,VENTILADOR DE TECHO PLXCOR/BAN,"['ventilador', 'techo', 'plxcorban']"
Mobiliario,Mobiliario,MADERA CHICO BEIGE PLXPV/A15,"['madera', 'chico', 'beige', 'plxpva']"
Equipo,Equipo,ENFRIADOR Y CALENTADOR DESPACHADOR PLXOCO/ARCO,"['enfriador', 'calentador', 'despachador', 'plxocoarco']"
Equipo,Equipo,CAJA METALICA PARA DINERO AZUL PLXAU/DS,"['caja', 'metalica', 'dinero', 'azul', 'plxauds']"
Equipo,Equipo,TECLADO PLXAU/CHE,"['teclado', 'plxauche']"
Equipo,Equipo,CONMUTADOR CON CORREO DE VOZ 8 EXTENSIONES PLXCOR/CCO,"['conmutador', 'correo', 'voz', 'extensiones', 'plxcorcco']"
Mobiliario,Mobiliario,SILLA VISITANTE PLIANA AZUL PLXCOR/SACA,"['silla', 'visitante', 'pliana', 'azul', 'plxcorsaca']"
Equipo,Equipo,CAMARA WEB PLXOCO/INS,"['camara', 'web', 'plxocoins']"
Mobiliario,Mobiliario,MESA MADERA AMARILLO Y AZUL 0.60*0.60 PLXCOR/SJ,"['mesa', 'madera', 'amarillo', 'azul', 'plxcorsj']"
Mobiliario,Mobiliario,ESCRITORIO PARA AULA MADERA AZUL/ROSA PLXPV/A11,"['escritorio', 'aula', 'madera', 'azulrosa', 'plxpva']"
Equipo,Equipo,PIZARRON CORCHO CON MARCO DE ALUMINIO 30*45 PLXCOR/SCON,"['pizarron', 'corcho', 'marco', 'aluminio', 'plxcorscon']"
Equipo,Equipo,GABINETE CPU NEGRO CON ASA PLXZA/DS,"['gabinete', 'cpu', 'negro', 'asa', 'plxzads']"
Mobiliario,Mobiliario,SILLA VISITANTE PLIANA AZUL PLXTY/A2,"['silla', 'visitante', 'pliana', 'azul', 'plxtya']"
Equipo,Equipo,ENGARGOLADORA PLXCOR/ADCO,"['engargoladora', 'plxcoradco']"
Equipo,Equipo,TECLADO PLXCO/PER ANTES SHARON,"['teclado', 'plxcoper', 'antes', 'sharon']"
Mobiliario,Mobiliario,ESCRITORIO EN ESCUADRA MADERA AMARILLO Y AZUL PLXCOR/RPF,"['escritorio', 'escuadra', 'madera', 'amarillo', 'azul', 'plxcorrpf']"
Mobiliario,Mobiliario,"TIPO FAROL, COLOR NEGRO. HVP","['tipo', 'farol', 'color', 'negro', 'hvp']"
Equipo,Equipo,HABITACION 505. HVP,"['habitacion', 'hvp']"
Equipo,Equipo,HABITACION 509. HVP,"['habitacion', 'hvp']"
Mobiliario,Mobiliario,"DE METAL, CON 3 CAJONES, 1.15 X .78 MTS. HVP","['metal', 'cajones', 'mts', 'hvp']"
Equipo,Equipo,"HABITACION 520, HVP","['habitacion', 'hvp']"
Equipo,Equipo,HABITACION 208. HVP,"['habitacion', 'hvp']"
Equipo,Equipo,"CAPACIDAD DE 3/4 HP, 1725 ROPM, TALLER DE MANTENIMIENTO. HVP","['capacidad', 'hp', 'ropm', 'taller', 'mantenimiento', 'hvp']"
Equipo,Equipo,HABITACION 306. HVP,"['habitacion', 'hvp']"
Equipo,Equipo,HABITACION 314. HVP,"['habitacion', 'hvp']"
Equipo,Equipo,HVM.- HORNO DE MICROONDAS CON BASE DE SOLERA CON BASE DE MADERA DE 60X57X90 (COCINA),"['hvm', 'horno', 'microondas', 'base', 'solera', 'base', 'madera', 'xx', 'cocina']"
Mobiliario,Mobiliario,DE CANTERA PARA CREDENZA. HVP,"['cantera', 'credenza', 'hvp']"
Equipo,Equipo,"MOVIL, 180 X 180 CMS, AREA DE MONTAJES. HVP","['movil', 'cms', 'area', 'montajes', 'hvp']"
